date,country,Probability of appearance in a single IT job posting
2021-02-01,NZL,0.0152096496584704
2021-03-01,NZL,0.0160067718554151
2021-04-01,NZL,0.0140477625069939
2021-05-01,NZL,0.0144949371749482
2021-06-01,NZL,0.0140869371832015
2021-07-01,NZL,0.0134284837787279
2021-08-01,NZL,0.0111548335315638
2021-09-01,NZL,0.0127202689349654
2021-10-01,NZL,0.0107505087815185
2021-11-01,NZL,0.0111248498171239
2021-12-01,NZL,0.00973873590149155
2022-01-01,NZL,0.00979096861653918
2022-02-01,NZL,0.00889306399827915
2022-03-01,NZL,0.00635213784465734
2022-04-01,NZL,0.00594413785291061
2022-05-01,NZL,0.0049360579445241
2022-06-01,NZL,0.00531039898012955
2022-07-01,NZL,0.00341394674533114
2017-12-01,POL,0.00597674229099381
2018-01-01,POL,0.00740617578932072
2018-02-01,POL,0.00767350806789413
2018-03-01,POL,0.00755182201557908
2018-04-01,POL,0.00719594779762604
2018-05-01,POL,0.00734178170287645
2018-06-01,POL,0.00682802307676164
2018-07-01,POL,0.00677626229380293
2018-08-01,POL,0.00602588242957571
2018-09-01,POL,0.00576434286132871
2018-10-01,POL,0.00625123250915944
2018-11-01,POL,0.00686069747808701
2018-12-01,POL,0.00717835972410674
2019-01-01,POL,0.00765045737756818
2019-02-01,POL,0.0101974525682591
2019-03-01,POL,0.013425744200446
2019-04-01,POL,0.0135219628265364
2019-05-01,POL,0.0131334018703852
2019-06-01,POL,0.0126938799453686
2019-07-01,POL,0.0137965768842256
2019-08-01,POL,0.0163812674092713
2019-09-01,POL,0.0152826622909052
2019-10-01,POL,0.0174282689397912
2019-11-01,POL,0.0170098970114576
2019-12-01,POL,0.0193067853532363
2020-01-01,POL,0.0195054526941146
2020-02-01,POL,0.0198032804971521
2020-03-01,POL,0.0185755641452483
2020-04-01,POL,0.0176298208250559
2020-05-01,POL,0.0159263218418227
2020-06-01,POL,0.0134846604355259
2020-07-01,POL,0.0118882523194686
2020-08-01,POL,0.0136864525470605
2020-09-01,POL,0.0173203951581473
2020-10-01,POL,0.0178005526862212
2020-11-01,POL,0.0212737939612457
2020-12-01,POL,0.0230246042868425
2021-01-01,POL,0.0235047618149164
2021-02-01,POL,0.0231843475907367
2021-03-01,POL,0.0228639333665569
2021-04-01,POL,0.0244120405719996
2021-05-01,POL,0.0221906073027544
2021-06-01,POL,0.0220162930951462
2021-07-01,POL,0.0216958788709664
2021-08-01,POL,0.0213754646467867
2021-09-01,POL,0.0198215896060533
2021-10-01,POL,0.0188396009146848
2021-11-01,POL,0.0180802428641773
2021-12-01,POL,0.0175504448520264
2022-01-01,POL,0.0189088062823809
2022-02-01,POL,0.0188359829641556
2022-03-01,POL,0.0191487755591925
2022-04-01,POL,0.0189967129465652
2022-05-01,POL,0.0182641873355658
2022-06-01,POL,0.0184393854341402
2022-07-01,POL,0.0183878723930426
2017-12-01,RUS,0.00795734443562129
2018-01-01,RUS,0.0084510773223807
2018-02-01,RUS,0.00847214973044489
2018-03-01,RUS,0.00819522358331901
2018-04-01,RUS,0.00837576880389928
2018-05-01,RUS,0.00855631402447956
2018-06-01,RUS,0.00873685924505984
2018-07-01,RUS,0.00891740446564011
2018-08-01,RUS,0.00909794968622039
2018-09-01,RUS,0.00927849490680066
2018-10-01,RUS,0.0091112215834256
2018-11-01,RUS,0.00824246870541799
2018-12-01,RUS,0.00842301392599827
2019-01-01,RUS,0.00854946935904304
2019-02-01,RUS,0.00792655636481995
2019-03-01,RUS,0.00842656896973252
2019-04-01,RUS,0.00825929564635745
2019-05-01,RUS,0.00742169174685989
2019-06-01,RUS,0.00644938564938378
2019-07-01,RUS,0.00691538694455767
2019-08-01,RUS,0.0067481136211826
2019-09-01,RUS,0.00603667184252643
2019-10-01,RUS,0.0056904158462666
2019-11-01,RUS,0.00564849863802035
2019-12-01,RUS,0.0063469107678958
2020-01-01,RUS,0.00678967322918199
2020-02-01,RUS,0.00694646708364077
2020-03-01,RUS,0.00635790970954943
2020-04-01,RUS,0.00619063638617437
2020-05-01,RUS,0.00579602941261114
2020-06-01,RUS,0.00575569904840344
2020-07-01,RUS,0.00635951009711086
2020-08-01,RUS,0.00671575174543142
2020-09-01,RUS,0.00675292939663782
2020-10-01,RUS,0.00655033535973964
2020-11-01,RUS,0.00662955896189968
2020-12-01,RUS,0.00674862086307598
2021-01-01,RUS,0.00686941830624685
2021-02-01,RUS,0.00702782915812438
2021-03-01,RUS,0.00677455814497527
2021-04-01,RUS,0.00683284783960247
2021-05-01,RUS,0.00773069507058389
2021-06-01,RUS,0.00841530898370767
2021-07-01,RUS,0.00863193460653594
2021-08-01,RUS,0.00802810363029175
2021-09-01,RUS,0.00773135201381359
2021-10-01,RUS,0.00780991453505509
2021-11-01,RUS,0.00829659314252708
2021-12-01,RUS,0.00814092550593705
2022-01-01,RUS,0.00849200889836083
2022-02-01,RUS,0.0089954995596108
2022-03-01,RUS,0.0089954995596108
2022-04-01,RUS,0.0089954995596108
2022-05-01,RUS,0.0089954995596108
2022-06-01,RUS,0.0089954995596108
2022-07-01,RUS,0.0089954995596108
2017-12-01,SGP,0.0183827364587109
2018-01-01,SGP,0.0181472649827832
2018-02-01,SGP,0.0180939327284102
2018-03-01,SGP,0.0174464726509706
2018-04-01,SGP,0.018758543350047
2018-05-01,SGP,0.0197546730032751
2018-06-01,SGP,0.0214217438001435
2018-07-01,SGP,0.022691714667997
2018-08-01,SGP,0.0248517128953475
2018-09-01,SGP,0.0266075447119624
2018-10-01,SGP,0.029061419530907
2018-11-01,SGP,0.0307975390240371
2018-12-01,SGP,0.0332065724355078
2019-01-01,SGP,0.0314970711859857
2019-02-01,SGP,0.0319060849892038
2019-03-01,SGP,0.0297635302689978
2019-04-01,SGP,0.0310554126072212
2019-05-01,SGP,0.0314644264104393
2019-06-01,SGP,0.0318734402136574
2019-07-01,SGP,0.0326662047200899
2019-08-01,SGP,0.033075218523308
2019-09-01,SGP,0.034131076144192
2019-10-01,SGP,0.0336542896874386
2019-11-01,SGP,0.0324016156465871
2019-12-01,SGP,0.0294240523192104
2020-01-01,SGP,0.0295895144437109
2020-02-01,SGP,0.0296792406056934
2020-03-01,SGP,0.031353053092824
2020-04-01,SGP,0.0317620668960421
2020-05-01,SGP,0.0318071025958584
2020-06-01,SGP,0.0325370478169354
2020-07-01,SGP,0.0325631313189538
2020-08-01,SGP,0.0283431094481984
2020-09-01,SGP,0.0280001402732529
2020-10-01,SGP,0.0241681147989687
2020-11-01,SGP,0.0220372961230976
2020-12-01,SGP,0.0195515584757467
2021-01-01,SGP,0.0195515584757467
2021-02-01,SGP,0.0196039130663188
2021-03-01,SGP,0.0191766728017318
2021-04-01,SGP,0.0204727188605965
2021-05-01,SGP,0.020476090255263
2021-06-01,SGP,0.0222529591984688
2021-07-01,SGP,0.023262668576264
2021-08-01,SGP,0.0236273971249561
2021-09-01,SGP,0.0233404791128646
2021-10-01,SGP,0.0235006480298147
2021-11-01,SGP,0.0246410532206551
2021-12-01,SGP,0.0246410532206551
2022-01-01,SGP,0.0234093917748605
2022-02-01,SGP,0.0223444853088557
2022-03-01,SGP,0.020692435246488
2022-04-01,SGP,0.0190304351211622
2022-05-01,SGP,0.0188816328800377
2022-06-01,SGP,0.0187485722459359
2022-07-01,SGP,0.0183890724268182
2017-12-01,ZAF,0.00668111659838086
2018-01-01,ZAF,0.00731446152345482
2018-02-01,ZAF,0.00739450673790273
2018-03-01,ZAF,0.00719725030273813
2018-04-01,ZAF,0.00756055451499653
2018-05-01,ZAF,0.0080884892940255
2018-06-01,ZAF,0.00919213339066051
2018-07-01,ZAF,0.00990122332438654
2018-08-01,ZAF,0.0103437409035719
2018-09-01,ZAF,0.0102811365842246
2018-10-01,ZAF,0.0108461007884791
2018-11-01,ZAF,0.0107367201917823
2018-12-01,ZAF,0.0102129429809788
2019-01-01,ZAF,0.0107123409472699
2019-02-01,ZAF,0.0120688839128408
2019-03-01,ZAF,0.0118933277127499
2019-04-01,ZAF,0.0120666204673022
2019-05-01,ZAF,0.0122923366293269
2019-06-01,ZAF,0.012562438674818
2019-07-01,ZAF,0.0131119325043888
2019-08-01,ZAF,0.0128443058049681
2019-09-01,ZAF,0.0138309551330503
2019-10-01,ZAF,0.0137035243300195
2019-11-01,ZAF,0.0136542074560508
2019-12-01,ZAF,0.0129320575792532
2020-01-01,ZAF,0.012989694238782
2020-02-01,ZAF,0.0131765566843388
2020-03-01,ZAF,0.0143345646005596
2020-04-01,ZAF,0.014072730814635
2020-05-01,ZAF,0.0143009737288899
2020-06-01,ZAF,0.0147818429152804
2020-07-01,ZAF,0.0147587288458102
2020-08-01,ZAF,0.0147948901202927
2020-09-01,ZAF,0.014677861714816
2020-10-01,ZAF,0.0151787461139882
2020-11-01,ZAF,0.0154148673679226
2020-12-01,ZAF,0.0152981520062105
2021-01-01,ZAF,0.0158829111129211
2021-02-01,ZAF,0.015766195751209
2021-03-01,ZAF,0.015649480389497
2021-04-01,ZAF,0.0155327650277849
2021-05-01,ZAF,0.0154160496660728
2021-06-01,ZAF,0.0158045572498942
2021-07-01,ZAF,0.0171145421702038
2021-08-01,ZAF,0.0170444126329845
2021-09-01,ZAF,0.0175137459401592
2021-10-01,ZAF,0.0187543328725487
2021-11-01,ZAF,0.0184609503210736
2021-12-01,ZAF,0.0193515838303617
2022-01-01,ZAF,0.0195384462759186
2022-02-01,ZAF,0.0204956007240477
2022-03-01,ZAF,0.0204464153244241
2022-04-01,ZAF,0.0203426262608538
2022-05-01,ZAF,0.0202259108991418
2022-06-01,ZAF,0.0197922579543355
2022-07-01,ZAF,0.0196755425926234
